Name,Latitude (Decimal degree),Longitude (Decimal degree),Track,Approx Track location    (km +50m),IRV Channel which measured location,Track Features,Units of data,Recent Hit Rate %,Severity,Recent Max,Recent Average,Getting Worse?,Days S1
3.78,-21.98288889,118.84063889,SOLOMON,196.503,SF Accel West,,g,0.91,3,16.2,10.9,No,No Trend
3.781,-21.98288889,118.84063889,SOLOMON,196.503,SF Accel East,,g,0.91,3,17.8,10.8,No,No Trend
3.782,-21.98394444,118.83972222,SOLOMON,196.653,SF Accel West,,g,0.18,3,10.3,8.1,No,No Trend
3.783,-21.98394444,118.83972222,SOLOMON,196.653,SF Accel East,,g,0.45,3,11.9,8.7,No,No Trend
3.784,-21.98463889,118.83911111,SOLOMON,196.753,SF Accel West,,g,0.91,3,21.3,13.5,No,No Trend
3.785,-21.98463889,118.83911111,SOLOMON,196.753,SF Accel East,,g,0.91,3,21.8,12.5,No,No Trend
3.786,-21.95330556,119.07172222,MAINLINE,196.769,SF Accel West,IRJ,g,0.5,3,20.8,9.4,No,No Trend
3.787,-21.95330556,119.07172222,MAINLINE,196.769,SF Accel East,IRJ,g,0.5,3,21.2,9.3,No,No Trend
3.788,-21.95355556,119.07211111,MAINLINE,196.819,SF Accel West,,g,0.14,3,11.4,4.3,No,No Trend
3.789,-21.95355556,119.07211111,MAINLINE,196.819,SF Accel East,,g,0.14,3,11.7,3.8,No,No Trend
3.79,-21.95380556,119.07252778,MAINLINE,196.869,SF Accel West,,g,0.07,3,12.4,4,No,No Trend
3.791,-21.95380556,119.07252778,MAINLINE,196.869,SF Accel East,,g,0.07,3,11.1,3.7,No,No Trend
3.792,-21.95405556,119.07294444,MAINLINE,196.919,SF Accel West,"POS, IRJ",g,0.64,3,15.2,9.6,No,No Trend
3.793,-21.98602778,118.83788889,SOLOMON,196.953,SF Accel West,,g,0.82,3,14.9,10.5,No,No Trend
3.794,-21.98602778,118.83788889,SOLOMON,196.953,SF Accel East,,g,0.82,3,12.6,9.6,No,No Trend
3.795,-21.95430556,119.07333333,MAINLINE,196.969,SF Accel West,"POS, IRJ",g,0.79,3,20.5,11.3,No,No Trend
3.796,-21.95430556,119.07333333,MAINLINE,196.969,SF Accel East,"POS, IRJ",g,0.71,3,20.8,10.6,No,No Trend
3.797,-21.95455556,119.07375000,MAINLINE,197.019,SF Accel West,"POS, IRJ",g,0.21,3,12.8,6.9,No,No Trend
3.798,-21.95455556,119.07375000,MAINLINE,197.019,SF Accel East,"POS, IRJ",g,0.57,3,11.4,8.3,No,No Trend
3.799,-21.95480556,119.07413889,MAINLINE,197.069,SF Accel West,POS,g,0.36,3,12.9,8.9,No,No Trend
3.8,-21.95480556,119.07413889,MAINLINE,197.069,SF Accel East,POS,g,0.14,3,12.4,6.7,No,No Trend
3.801,-21.96127778,119.08463889,MAINLINE,198.369,SF Accel West,,g,0.07,3,10.3,5.1,No,No Trend
3.802,-21.96152778,119.08502778,MAINLINE,198.419,SF Accel East,,g,0.07,3,12.7,4.2,No,No Trend
3.803,-21.99388889,118.82208333,SOLOMON,198.853,SF Accel West,,g,0.64,3,13.1,9.2,No,No Trend
3.804,-21.99388889,118.82208333,SOLOMON,198.853,SF Accel East,,g,0.55,3,12.5,7.7,No,No Trend
3.805,-21.96402778,119.08905556,MAINLINE,198.919,SF Accel West,,g,0.36,3,10.5,8.1,No,No Trend
3.806,-21.96402778,119.08905556,MAINLINE,198.919,SF Accel East,,g,0.29,3,13.2,7.6,No,No Trend
3.807,-21.96527778,119.09108333,MAINLINE,199.169,SF Accel West,,g,0.14,3,10.4,5.3,No,No Trend
3.808,-21.96552778,119.09150000,MAINLINE,199.219,SF Accel West,,g,0.14,3,10.4,7,No,No Trend
3.809,-21.96552778,119.09150000,MAINLINE,199.219,SF Accel East,,g,0.29,3,11.7,6.2,No,No Trend
3.81,-21.96730556,119.09430556,MAINLINE,199.569,SF Accel West,,g,0.5,3,13.7,7.6,No,No Trend
3.811,-21.96730556,119.09430556,MAINLINE,199.569,SF Accel East,,g,0.64,3,14,7.6,No,No Trend
3.812,-21.96755556,119.09472222,MAINLINE,199.619,SF Accel West,,g,0.57,3,13.3,6.9,No,No Trend
3.813,-21.96755556,119.09472222,MAINLINE,199.619,SF Accel East,,g,0.64,3,14.2,7.2,No,No Trend
3.814,-21.96780556,119.09511111,MAINLINE,199.669,SF Accel West,,g,0.36,3,14,7,No,No Trend
3.815,-21.96780556,119.09511111,MAINLINE,199.669,SF Accel East,,g,0.5,3,13,6.5,No,No Trend
3.816,-21.97025000,119.10027778,MAINLINE,200.269,SF Accel West,,g,0.86,3,18.3,12.4,No,No Trend
3.817,-21.97025000,119.10027778,MAINLINE,200.269,SF Accel East,,g,0.86,3,18,10.9,No,No Trend
3.818,-21.97041667,119.10072222,MAINLINE,200.319,SF Accel West,,g,0.43,3,19.1,6.4,No,No Trend
3.819,-21.97041667,119.10072222,MAINLINE,200.319,SF Accel East,,g,0.14,3,14.4,4,No,No Trend
3.82,-21.97072222,119.10163889,MAINLINE,200.419,SF Accel West,,g,0.29,3,11.3,7.9,No,No Trend
3.821,-21.97072222,119.10163889,MAINLINE,200.419,SF Accel East,,g,0.21,3,11.2,7.4,No,No Trend
3.822,-21.99861111,118.80152778,SOLOMON,201.053,SF Accel West,IRJ,g,1,3,22.1,13.1,No,No Trend
3.823,-21.99861111,118.80152778,SOLOMON,201.053,SF Accel East,IRJ,g,1,3,24.4,14.6,No,No Trend
3.824,-21.99975000,118.79836111,SOLOMON,201.403,SF Accel West,,g,1,3,16.1,9.3,No,No Trend
3.825,-21.99975000,118.79836111,SOLOMON,201.403,SF Accel East,,g,1,3,16.6,9,No,No Trend
3.826,-21.98125000,119.11711111,MAINLINE,202.419,SF Accel East,Crossing,g,0.21,3,16,7.1,No,No Trend
3.827,-21.98147222,119.11752778,MAINLINE,202.469,SF Accel West,Crossing,g,1,3,18,12.2,No,No Trend
3.828,-21.98147222,119.11752778,MAINLINE,202.469,SF Accel East,Crossing,g,0.86,3,22.1,12.8,No,No Trend
3.829,-21.98169444,119.11794444,MAINLINE,202.519,SF Accel West,IRJ,g,1,3,19.2,12.1,No,No Trend
3.83,-21.98169444,119.11794444,MAINLINE,202.519,SF Accel East,IRJ,g,0.93,3,18.2,10,No,No Trend
3.831,-21.98191667,119.11836111,MAINLINE,202.569,SF Accel West,,g,1,3,20.7,11.6,No,No Trend
3.832,-21.98305556,119.12044444,MAINLINE,202.819,SF Accel West,,g,0.64,3,14.5,6.7,No,No Trend
3.833,-21.98305556,119.12044444,MAINLINE,202.819,SF Accel East,,g,0.71,3,14,7.3,No,No Trend
3.834,-21.98330556,119.12086111,MAINLINE,202.869,SF Accel West,,g,0.5,3,16.7,6.3,No,No Trend
3.835,-21.98330556,119.12086111,MAINLINE,202.869,SF Accel East,,g,0.57,3,13.2,5.9,No,No Trend
3.836,-21.98352778,119.12127778,MAINLINE,202.919,SF Accel West,,g,0.29,3,14.5,4.9,No,No Trend
3.837,-21.98352778,119.12127778,MAINLINE,202.919,SF Accel East,,g,0.36,3,22.2,5.6,No,No Trend
3.838,-21.98613889,119.12841667,MAINLINE,203.719,SF Accel West,,g,0.71,3,14.1,9.5,No,No Trend
3.839,-21.98613889,119.12841667,MAINLINE,203.719,SF Accel East,,g,0.71,3,12.4,9.5,No,No Trend
3.84,-21.98619444,119.12888889,MAINLINE,203.769,SF Accel West,,g,0.64,3,13.7,8.5,No,No Trend
3.841,-21.98619444,119.12888889,MAINLINE,203.769,SF Accel East,,g,0.57,3,10.9,8.8,No,No Trend
3.842,-21.98625000,119.12936111,MAINLINE,203.819,SF Accel West,,g,0.29,3,12.1,3.9,No,No Trend
3.843,-21.98625000,119.12936111,MAINLINE,203.819,SF Accel East,,g,0.21,3,11.3,3.1,No,No Trend
3.844,-21.98630556,119.12986111,MAINLINE,203.869,SF Accel West,,g,0.93,3,15.6,11.2,No,No Trend
3.845,-21.98630556,119.12986111,MAINLINE,203.869,SF Accel East,,g,0.86,3,16.6,11.8,No,No Trend
3.846,-21.98633333,119.13033333,MAINLINE,203.919,SF Accel West,,g,0.64,3,15.6,7.2,No,No Trend
3.847,-21.98633333,119.13033333,MAINLINE,203.919,SF Accel East,,g,0.57,3,15,6.4,No,No Trend
3.848,-22.01911111,118.77766667,SOLOMON,204.453,SF Accel West,,g,0.18,3,11.4,7.5,No,No Trend
3.849,-22.01911111,118.77766667,SOLOMON,204.453,SF Accel East,,g,0.09,3,10.9,7.7,No,No Trend
3.85,-22.01941667,118.77730556,SOLOMON,204.503,SF Accel West,,g,0.91,3,15.2,9.4,No,No Trend
3.851,-22.01941667,118.77730556,SOLOMON,204.503,SF Accel East,,g,0.45,3,13.7,9,No,No Trend
3.852,-21.98708333,119.13755556,MAINLINE,204.669,SF Accel West,,g,0.5,3,15.3,8.1,No,No Trend
3.853,-21.98708333,119.13755556,MAINLINE,204.669,SF Accel East,,g,0.36,3,13.1,8.2,No,No Trend
3.854,-21.98716667,119.13802778,MAINLINE,204.719,SF Accel West,,g,0.36,3,15,7.5,No,No Trend
3.855,-21.98727778,119.13850000,MAINLINE,204.769,SF Accel West,,g,0.21,3,11.7,6.7,No,No Trend
3.856,-21.98741667,119.13897222,MAINLINE,204.819,SF Accel West,,g,0.36,3,11.6,7.5,No,No Trend
3.857,-21.98741667,119.13897222,MAINLINE,204.819,SF Accel East,,g,0.29,3,10.9,7.1,No,No Trend
3.858,-22.02236111,118.77433333,SOLOMON,204.953,SF Accel East,,g,0.36,3,11.3,7.6,No,No Trend
3.859,-21.98788889,119.14030556,MAINLINE,204.969,SF Accel West,,g,0.86,3,22.6,10.8,No,No Trend
3.86,-21.98788889,119.14030556,MAINLINE,204.969,SF Accel East,,g,0.57,3,22.9,8.4,No,No Trend
3.861,-22.02272222,118.77405556,SOLOMON,205.003,SF Accel West,,g,0.82,3,15.1,10.6,No,No Trend
3.862,-22.02272222,118.77405556,SOLOMON,205.003,SF Accel East,,g,0.91,3,12.3,9.3,No,No Trend
3.863,-22.02311111,118.77380556,SOLOMON,205.053,SF Accel West,,g,0.55,3,11.7,8.9,No,No Trend
3.864,-22.02311111,118.77380556,SOLOMON,205.053,SF Accel East,,g,0.18,3,12.1,8.1,No,No Trend
3.865,-21.98825000,119.14119444,MAINLINE,205.069,SF Accel West,,g,1,3,17,12.5,No,No Trend
3.866,-21.98825000,119.14119444,MAINLINE,205.069,SF Accel East,,g,1,3,17.2,13.1,No,No Trend
3.867,-21.98841667,119.14163889,MAINLINE,205.119,SF Accel West,,g,0.21,3,13.8,4,No,No Trend
3.868,-21.98858333,119.14211111,MAINLINE,205.169,SF Accel West,,g,1,3,18.5,14.6,No,No Trend
3.869,-21.98858333,119.14211111,MAINLINE,205.169,SF Accel East,,g,0.93,3,24.9,14.2,No,No Trend
3.87,-21.98875000,119.14255556,MAINLINE,205.219,SF Accel West,,g,0.64,3,21.3,8.5,No,No Trend
3.871,-21.98875000,119.14255556,MAINLINE,205.219,SF Accel East,,g,0.79,3,23.2,7.3,No,No Trend
3.872,-21.98894444,119.14300000,MAINLINE,205.269,SF Accel West,,g,1,3,20.1,11.2,No,No Trend
3.873,-21.99050000,119.14700000,MAINLINE,205.719,SF Accel West,,g,1,3,13.7,10.3,No,No Trend
3.874,-21.99050000,119.14700000,MAINLINE,205.719,SF Accel East,,g,0.93,3,17.8,11.9,No,No Trend
3.875,-21.99119444,119.14880556,MAINLINE,205.919,SF Accel West,,g,0.79,3,23.6,10.5,No,No Trend
3.876,-21.99136111,119.14925000,MAINLINE,205.969,SF Accel West,,g,0.79,3,23,9.8,No,No Trend
3.877,-21.99155556,119.14969444,MAINLINE,206.019,SF Accel West,,g,0.93,3,21.6,12.8,No,No Trend
3.878,-21.99172222,119.15013889,MAINLINE,206.069,SF Accel West,,g,0.64,3,20.8,9.4,No,No Trend
3.879,-21.99172222,119.15013889,MAINLINE,206.069,SF Accel East,,g,0.29,3,21.1,7,No,No Trend
3.88,-21.99241667,119.15191667,MAINLINE,206.269,SF Accel West,,g,0.21,3,16.6,7.7,No,No Trend
3.881,-21.99241667,119.15191667,MAINLINE,206.269,SF Accel East,,g,0.29,3,11.6,6.6,No,No Trend
3.882,-21.99258333,119.15236111,MAINLINE,206.319,SF Accel West,,g,1,3,21.3,15.2,No,No Trend
3.883,-21.99258333,119.15236111,MAINLINE,206.319,SF Accel East,,g,1,3,22.5,16.5,No,No Trend
3.884,-21.99275000,119.15283333,MAINLINE,206.369,SF Accel West,,g,0.36,3,24.3,6.4,No,No Trend
3.885,-21.99275000,119.15283333,MAINLINE,206.369,SF Accel East,,g,0.14,3,22.3,3.9,No,No Trend
3.886,-21.99344444,119.15461111,MAINLINE,206.569,SF Accel East,,g,0.5,3,23.7,5.6,No,No Trend
3.887,-22.03213889,118.76275000,SOLOMON,206.603,SF Accel West,IRJ,g,0.09,3,10.1,7.8,No,No Trend
3.888,-21.99380556,119.15550000,MAINLINE,206.669,SF Accel West,,g,0.5,3,13.6,9.1,No,No Trend
3.889,-21.99380556,119.15550000,MAINLINE,206.669,SF Accel East,,g,0.57,3,14,9,No,No Trend
3.89,-21.99397222,119.15594444,MAINLINE,206.719,SF Accel West,,g,0.79,3,14.2,9.9,No,No Trend
3.891,-21.99397222,119.15594444,MAINLINE,206.719,SF Accel East,,g,0.71,3,14.1,9.5,No,No Trend
3.892,-21.99413889,119.15638889,MAINLINE,206.769,SF Accel West,,g,0.71,3,13.9,9.7,No,No Trend
3.893,-21.99413889,119.15638889,MAINLINE,206.769,SF Accel East,,g,0.79,3,14.1,9.7,No,No Trend
3.894,-21.99433333,119.15683333,MAINLINE,206.819,SF Accel West,,g,0.07,3,13,5,No,No Trend
3.895,-21.99488889,119.15816667,MAINLINE,206.969,SF Accel West,,g,0.07,3,10.3,6.7,No,No Trend
3.896,-21.99936111,119.16350000,MAINLINE,207.719,SF Accel West,,g,0.57,3,12.5,7.2,No,No Trend
3.897,-21.99936111,119.16350000,MAINLINE,207.719,SF Accel East,,g,0.36,3,11.9,6.5,No,No Trend
3.898,-22.00175000,119.16491667,MAINLINE,208.019,SF Accel West,POS,g,0.64,3,20.1,7.7,No,No Trend
3.899,-22.00175000,119.16491667,MAINLINE,208.019,SF Accel East,POS,g,0.57,3,12.9,5.7,No,No Trend
3.9,-22.00255556,119.16533333,MAINLINE,208.119,SF Accel West,POS,g,0.79,3,17.5,9.6,No,No Trend
3.901,-22.00255556,119.16533333,MAINLINE,208.119,SF Accel East,POS,g,0.93,3,18.2,11.3,No,No Trend
3.902,-22.00294444,119.16555556,MAINLINE,208.169,SF Accel West,POS,g,0.71,3,17,10.5,No,No Trend
3.903,-22.00294444,119.16555556,MAINLINE,208.169,SF Accel East,POS,g,0.71,3,15.7,9.8,No,No Trend
3.904,-22.04219444,118.75169444,SOLOMON,208.203,SF Accel West,,g,0.09,3,11.1,3.9,No,No Trend
3.905,-22.00333333,119.16577778,MAINLINE,208.219,SF Accel West,POS,g,0.92,3,19.7,12.2,No,No Trend
3.906,-22.00333333,119.16577778,MAINLINE,208.219,SF Accel East,POS,g,0.92,3,19.2,12.9,No,No Trend
3.907,-22.04252778,118.75136111,SOLOMON,208.253,SF Accel West,,g,0.64,3,12.4,9.5,No,No Trend
3.908,-22.04252778,118.75136111,SOLOMON,208.253,SF Accel East,,g,0.73,3,11.8,9.8,No,No Trend
3.909,-22.04286111,118.75102778,SOLOMON,208.303,SF Accel West,,g,0.09,3,11.3,3,No,No Trend
3.91,-22.04383333,118.75002778,SOLOMON,208.453,SF Accel East,,g,0.64,3,13.1,8.2,No,No Trend
3.911,-22.04416667,118.74969444,SOLOMON,208.503,SF Accel West,,g,0.18,3,12.5,6.5,No,No Trend
3.912,-22.04416667,118.74969444,SOLOMON,208.503,SF Accel East,,g,0.82,3,14.6,8.8,No,No Trend
3.913,-22.04450000,118.74936111,SOLOMON,208.553,SF Accel West,,g,0.91,3,14.9,9.6,No,No Trend
3.914,-22.04450000,118.74936111,SOLOMON,208.553,SF Accel East,,g,0.91,3,13.8,8.3,No,No Trend
3.915,-22.00777778,119.16819444,MAINLINE,208.769,SF Accel West,,g,0.92,3,16.4,10.8,No,No Trend
3.916,-22.00777778,119.16819444,MAINLINE,208.769,SF Accel East,,g,0.69,3,15,10.5,No,No Trend
3.917,-22.04777778,118.74602778,SOLOMON,209.053,SF Accel West,,g,0.09,3,10.7,2.9,No,No Trend
3.918,-22.04811111,118.74569444,SOLOMON,209.103,SF Accel West,,g,0.91,3,16.2,11.9,No,No Trend
3.919,-22.04811111,118.74569444,SOLOMON,209.103,SF Accel East,,g,1,3,17.8,12.7,No,No Trend
3.92,-22.04811111,118.74569444,SOLOMON,209.103,Suspension Travel,,mm,0.18,3,4.4,2.1,No,No Trend
3.921,-22.04844444,118.74538889,SOLOMON,209.153,SF Accel West,,g,0.09,3,17.5,6.4,No,No Trend
3.922,-22.04844444,118.74538889,SOLOMON,209.153,SF Accel East,,g,0.27,3,12.3,6.6,No,No Trend
3.923,-22.04877778,118.74505556,SOLOMON,209.203,SF Accel West,,g,1,3,17.8,13.1,No,No Trend
3.924,-22.04877778,118.74505556,SOLOMON,209.203,SF Accel East,,g,1,3,18.8,12.1,No,No Trend
3.925,-22.04911111,118.74472222,SOLOMON,209.253,SF Accel West,,g,1,3,18.2,13.5,No,No Trend
3.926,-22.04911111,118.74472222,SOLOMON,209.253,SF Accel East,,g,1,3,18.6,13.3,No,No Trend
3.927,-22.01219444,119.17061111,MAINLINE,209.319,SF Accel West,,g,0.08,3,13.6,6.1,No,No Trend
3.928,-22.01219444,119.17061111,MAINLINE,209.319,SF Accel East,,g,0.31,3,10.7,6.6,No,No Trend
3.929,-22.04975000,118.74405556,SOLOMON,209.353,SF Accel East,,g,1,3,20.8,15.2,No,No Trend
3.93,-22.04975000,118.74405556,SOLOMON,209.353,Suspension Travel,,mm,0.27,3,4.4,2.4,No,No Trend
3.931,-22.01261111,119.17083333,MAINLINE,209.369,SF Accel West,,g,0.31,3,12.1,8.4,No,No Trend
3.932,-22.01261111,119.17083333,MAINLINE,209.369,SF Accel East,,g,0.38,3,12.9,7.9,No,No Trend
3.933,-22.05008333,118.74372222,SOLOMON,209.403,SF Accel West,,g,1,3,16.7,12.8,No,No Trend
3.934,-22.05008333,118.74372222,SOLOMON,209.403,SF Accel East,,g,1,3,15.9,12.5,No,No Trend
3.935,-22.05041667,118.74338889,SOLOMON,209.453,SF Accel West,,g,0.09,3,12.2,5.3,No,No Trend
3.936,-22.01536111,119.17247222,MAINLINE,209.719,SF Accel West,,g,0.08,3,11.3,7.2,No,No Trend
3.937,-22.01536111,119.17247222,MAINLINE,209.719,SF Accel East,,g,0.23,3,10.8,6.5,No,No Trend
3.938,-22.01575000,119.17275000,MAINLINE,209.769,SF Accel West,,g,0.15,3,10.5,7,No,No Trend
3.939,-22.01575000,119.17275000,MAINLINE,209.769,SF Accel East,,g,0.08,3,11.7,7.5,No,No Trend
3.94,-22.01650000,119.17327778,MAINLINE,209.869,SF Accel West,,g,0.38,3,12.1,9.3,No,No Trend
3.941,-22.01650000,119.17327778,MAINLINE,209.869,SF Accel East,,g,0.31,3,12.9,8.5,No,No Trend
3.942,-22.02225000,119.17788889,MAINLINE,210.669,SF Accel West,,g,0.62,3,16.5,8,No,No Trend
3.943,-22.02225000,119.17788889,MAINLINE,210.669,SF Accel East,,g,0.77,3,14.7,8.5,No,No Trend
3.944,-22.02255556,119.17825000,MAINLINE,210.719,SF Accel West,,g,0.54,3,15.5,6.5,No,No Trend
3.945,-22.02255556,119.17825000,MAINLINE,210.719,SF Accel East,,g,0.46,3,15.5,5.8,No,No Trend
3.946,-22.02550000,119.18191667,MAINLINE,211.219,SF Accel West,,g,0.62,3,12.8,9.3,No,No Trend
3.947,-22.02550000,119.18191667,MAINLINE,211.219,SF Accel East,,g,0.77,3,12.5,9.7,No,No Trend
3.948,-22.02580556,119.18225000,MAINLINE,211.269,SF Accel West,,g,0.92,3,13.4,10.3,No,No Trend
3.949,-22.02580556,119.18225000,MAINLINE,211.269,SF Accel East,,g,0.77,3,16,10.5,No,No Trend
3.95,-22.05580556,118.72619444,SOLOMON,211.403,Suspension Travel,,mm,0.09,3,4.1,2,No,No Trend
3.951,-22.05586111,118.72472222,SOLOMON,211.553,SF Accel West,,g,0.09,3,18.4,3.8,No,No Trend
3.952,-22.05586111,118.72472222,SOLOMON,211.553,SF Accel East,,g,0.36,3,15.7,5.7,No,No Trend
3.953,-22.05586111,118.72425000,SOLOMON,211.603,SF Accel West,,g,0.82,3,18.6,13.2,No,No Trend
3.954,-22.05586111,118.72425000,SOLOMON,211.603,SF Accel East,,g,1,3,15.3,11.4,No,No Trend
3.955,-22.05588889,118.72375000,SOLOMON,211.653,SF Accel West,,g,0.82,3,15.6,9.8,No,No Trend
3.956,-22.05588889,118.72375000,SOLOMON,211.653,SF Accel East,,g,1,3,18.5,12.2,No,No Trend
3.957,-22.05586111,118.72086111,SOLOMON,211.953,SF Accel West,,g,0.18,3,10.6,7.5,No,No Trend
3.958,-22.05586111,118.72086111,SOLOMON,211.953,SF Accel East,,g,0.27,3,15.7,7.2,No,No Trend
3.959,-22.05533333,118.71166667,SOLOMON,212.903,SF Accel West,,g,0.45,3,15.9,7.4,No,No Trend
3.96,-22.05533333,118.71166667,SOLOMON,212.903,SF Accel East,,g,0.55,3,14.1,7.5,No,No Trend
3.961,-22.05530556,118.71119444,SOLOMON,212.953,SF Accel West,,g,0.64,3,17.1,7.8,No,No Trend
3.962,-22.05530556,118.71119444,SOLOMON,212.953,SF Accel East,,g,0.91,3,17.1,9.1,No,No Trend
3.963,-22.05527778,118.71022222,SOLOMON,213.053,SF Accel East,,g,0.09,3,10.5,4.1,No,No Trend
3.964,-22.05538889,118.70780556,SOLOMON,213.303,SF Accel West,,g,0.64,3,15.4,7,No,No Trend
3.965,-22.05538889,118.70780556,SOLOMON,213.303,SF Accel East,,g,0.82,3,13.9,7.3,No,No Trend
3.966,-22.05544444,118.70733333,SOLOMON,213.353,SF Accel West,,g,0.73,3,16,9,No,No Trend
3.967,-22.05544444,118.70733333,SOLOMON,213.353,SF Accel East,,g,1,3,17.8,10.1,No,No Trend
3.968,-22.05583333,118.70297222,SOLOMON,213.803,SF Accel West,IRJ,g,0.91,3,21.7,16.1,No,No Trend
3.969,-22.05586111,118.70250000,SOLOMON,213.853,SF Accel West,IRJ,g,0.18,3,21.5,5.3,No,No Trend
3.97,-22.05586111,118.70250000,SOLOMON,213.853,SF Accel East,IRJ,g,0.45,3,22.9,7.7,No,No Trend
3.971,-22.05594444,118.70152778,SOLOMON,213.953,SF Accel West,,g,0.82,3,15,8.8,No,No Trend
3.972,-22.05594444,118.70152778,SOLOMON,213.953,SF Accel East,,g,0.27,3,13.3,7.3,No,No Trend
3.973,-22.05594444,118.70105556,SOLOMON,214.003,SF Accel West,,g,0.27,3,14.4,6,No,No Trend
3.974,-22.05594444,118.70105556,SOLOMON,214.003,SF Accel East,,g,0.64,3,15.9,7.3,No,No Trend
3.975,-22.05588889,118.69961111,SOLOMON,214.153,SF Accel West,,g,0.36,3,12.4,6.2,No,No Trend
3.976,-22.05402778,119.18688889,MAINLINE,214.519,SF Accel West,,g,0.23,3,13.9,6,No,No Trend
3.977,-22.05402778,119.18688889,MAINLINE,214.519,SF Accel East,,g,0.46,3,15.7,6.5,No,No Trend
3.978,-22.05441667,119.18713889,MAINLINE,214.569,SF Accel West,,g,1,3,19.1,13,No,No Trend
3.979,-22.05441667,119.18713889,MAINLINE,214.569,SF Accel East,,g,1,3,18.9,11.8,No,No Trend
3.98,-22.05519444,119.18761111,MAINLINE,214.669,SF Accel West,,g,0.69,3,17.5,9.5,No,No Trend
3.981,-22.05519444,119.18761111,MAINLINE,214.669,SF Accel East,,g,0.77,3,14.3,8.7,No,No Trend
3.982,-22.05558333,119.18786111,MAINLINE,214.719,SF Accel West,,g,1,3,16.6,11.6,No,No Trend
3.983,-22.05558333,119.18786111,MAINLINE,214.719,SF Accel East,,g,1,3,19.1,11.8,No,No Trend
3.984,-22.05597222,119.18811111,MAINLINE,214.769,SF Accel West,POS,g,0.77,3,17.4,7.9,No,No Trend
3.985,-22.05597222,119.18811111,MAINLINE,214.769,SF Accel East,POS,g,0.77,3,16.8,8.1,No,No Trend
3.986,-22.05619444,119.18827778,MAINLINE,214.798,SF Accel West,POS,g,0.5,3,17.9,11.7,No,No Trend
3.987,-22.05619444,119.18827778,MAINLINE,214.798,SF Accel East,POS,g,0.5,3,14.5,10,No,No Trend
3.988,-22.05636111,119.18836111,MAINLINE,214.819,SF Accel West,POS,g,1,3,18.8,13.6,No,No Trend
3.989,-22.05636111,119.18836111,MAINLINE,214.819,SF Accel East,POS,g,1,3,16.7,13.3,No,No Trend
3.99,-22.05658333,119.18850000,MAINLINE,214.848,SF Accel West,POS,g,0.5,3,16.9,10.6,No,No Trend
3.991,-22.05658333,119.18850000,MAINLINE,214.848,SF Accel East,POS,g,0.5,3,15.2,9.9,No,No Trend
3.992,-22.05505556,118.69288889,SOLOMON,214.853,SF Accel West,,g,0.27,3,10.6,5.9,No,No Trend
3.993,-22.05677778,119.18858333,MAINLINE,214.869,SF Accel West,"POS, IRJ",g,0.62,3,16.6,7.9,No,No Trend
3.994,-22.05677778,119.18858333,MAINLINE,214.869,SF Accel East,"POS, IRJ",g,0.46,3,17,6.6,No,No Trend
3.995,-22.05497222,118.69238889,SOLOMON,214.903,SF Accel West,,g,0.27,3,11.9,5.2,No,No Trend
3.996,-22.05497222,118.69238889,SOLOMON,214.903,SF Accel East,,g,0.18,3,10.4,4.9,No,No Trend
3.997,-22.05755556,119.18908333,MAINLINE,214.969,SF Accel West,POS,g,0.31,3,12.2,7.1,No,No Trend
3.998,-22.05755556,119.18908333,MAINLINE,214.969,SF Accel East,POS,g,0.08,3,10.1,5.1,No,No Trend
3.999,-22.05794444,119.18933333,MAINLINE,215.019,SF Accel West,,g,0.38,3,11,6,No,No Trend
4,-22.05794444,119.18933333,MAINLINE,215.019,SF Accel East,,g,0.62,3,14,6.5,No,No Trend
4.001,-22.06183333,119.19175000,MAINLINE,215.519,SF Accel West,,g,0.23,3,13.4,5.2,No,No Trend
4.002,-22.06183333,119.19175000,MAINLINE,215.519,SF Accel East,,g,0.54,3,12.2,5.8,No,No Trend
4.003,-22.06222222,119.19200000,MAINLINE,215.569,SF Accel West,,g,0.69,3,14.1,7.7,No,No Trend
4.004,-22.06222222,119.19200000,MAINLINE,215.569,SF Accel East,,g,0.69,3,13.1,6.8,No,No Trend
4.005,-22.06416667,119.19322222,MAINLINE,215.819,SF Accel West,,g,0.15,3,15.1,5.8,No,No Trend
4.006,-22.06416667,119.19322222,MAINLINE,215.819,SF Accel East,,g,0.31,3,12,5.9,No,No Trend
4.007,-22.06455556,119.19347222,MAINLINE,215.869,SF Accel West,,g,0.69,3,15.9,9.9,No,No Trend
4.008,-22.06455556,119.19347222,MAINLINE,215.869,SF Accel East,,g,0.77,3,14.6,9.3,No,No Trend
4.009,-22.06686111,119.19500000,MAINLINE,216.169,SF Accel West,,g,0.31,3,13.8,7.5,No,No Trend
4.01,-22.06686111,119.19500000,MAINLINE,216.169,SF Accel East,,g,0.38,3,11.3,7.5,No,No Trend
4.011,-22.06833333,119.19613889,MAINLINE,216.369,SF Accel West,IRJ,g,1,3,12.9,9,No,No Trend
4.012,-22.06833333,119.19613889,MAINLINE,216.369,SF Accel East,IRJ,g,1,3,16,10.7,No,No Trend
4.013,-22.06833333,119.19613889,MAINLINE,216.369,Suspension Travel,IRJ,mm,0.15,3,4.1,2,No,No Trend
4.014,-22.06941667,119.19702778,MAINLINE,216.519,SF Accel West,,g,0.23,3,13.2,6,No,No Trend
